Performance_ID,Employee_ID,Review_Month,Performance_Score,Productivity_Score,Manager_Rating
4635,1387,2025-03-01,8.6,60.6,7.2
4636,1387,2025-04-01,4.7,53.5,5.7
4637,1387,2025-05-01,5.5,70.2,5.9
4638,1387,2025-06-01,6.0,79.6,5.9
4639,1387,2025-07-01,7.2,55.0,7.6
4640,1387,2025-08-01,5.5,83.3,6.3
4641,1387,2025-09-01,5.9,77.6,5.2
4642,1387,2025-10-01,9.1,59.3,9.9
4643,1387,2025-11-01,6.7,72.3,6.3
4644,1387,2025-12-01,8.9,48.7,9.3
4645,1388,2025-01-01,7.8,66.0,9.5
4646,1388,2025-02-01,6.3,77.5,7.7
4647,1388,2025-03-01,5.9,88.6,5.6
4648,1388,2025-04-01,8.3,60.0,7.9
4649,1388,2025-05-01,10.0,68.8,8.7
4650,1388,2025-06-01,9.7,53.5,9.5
4651,1388,2025-07-01,7.7,66.9,7.4
4652,1388,2025-08-01,8.4,92.3,9.4
4653,1388,2025-09-01,4.5,74.7,3.5
4654,1388,2025-10-01,5.7,59.5,5.0
4655,1388,2025-11-01,6.9,81.4,6.4
4656,1388,2025-12-01,6.3,68.7,6.2
4657,1389,2025-01-01,6.9,63.3,6.6
4658,1389,2025-02-01,8.5,83.6,8.3
4659,1389,2025-03-01,8.7,64.1,10.0
4660,1389,2025-04-01,7.3,83.3,6.2
4661,1389,2025-05-01,5.9,66.2,5.9
4662,1389,2025-06-01,5.0,84.1,3.6
4663,1389,2025-07-01,10.0,85.8,8.8
4664,1389,2025-08-01,6.7,50.7,6.2
4665,1389,2025-09-01,8.2,69.5,8.2
4666,1389,2025-10-01,7.3,69.5,6.7
4667,1389,2025-11-01,8.7,42.8,9.0
4668,1389,2025-12-01,6.6,57.8,9.5
4669,1390,2025-01-01,8.3,90.8,9.4
4670,1390,2025-02-01,8.8,94.3,7.9
4671,1390,2025-03-01,7.1,49.1,7.3
4672,1390,2025-04-01,8.7,56.7,9.3
4673,1390,2025-05-01,7.6,95.0,7.9
4674,1390,2025-06-01,5.6,81.5,4.7
4675,1390,2025-07-01,4.9,57.7,5.6
4676,1390,2025-08-01,7.3,76.0,8.1
4677,1390,2025-09-01,9.2,77.7,7.5
4678,1390,2025-10-01,7.6,67.5,9.5
4679,1390,2025-11-01,7.8,93.5,9.2
4680,1390,2025-12-01,6.8,62.5,5.9
4681,1391,2025-01-01,9.9,82.7,8.7
4682,1391,2025-02-01,6.8,81.6,5.2
4683,1391,2025-03-01,6.8,97.1,6.5
4684,1391,2025-04-01,9.0,75.0,10.0
4685,1391,2025-05-01,7.0,52.2,7.5
4686,1391,2025-06-01,6.2,100.0,6.6
4687,1391,2025-07-01,6.0,71.5,8.1
4688,1391,2025-08-01,8.7,68.9,8.2
4689,1391,2025-09-01,6.1,74.8,4.8
4690,1391,2025-10-01,8.8,91.5,9.5
4691,1391,2025-11-01,6.6,51.8,6.8
4692,1391,2025-12-01,9.8,100.0,10.0
4693,1392,2025-01-01,7.7,64.3,8.1
4694,1392,2025-02-01,6.1,62.5,5.2
4695,1392,2025-03-01,4.4,78.2,3.1
4696,1392,2025-04-01,6.7,82.0,5.7
4697,1392,2025-05-01,7.5,90.9,7.1
4698,1392,2025-06-01,7.4,91.3,7.9
4699,1392,2025-07-01,7.9,91.3,9.2
4700,1392,2025-08-01,3.6,46.1,4.8
4701,1392,2025-09-01,8.7,56.0,7.6
4702,1392,2025-10-01,5.3,55.9,5.5
4703,1392,2025-11-01,5.9,93.2,5.7
4704,1392,2025-12-01,9.7,66.4,10.0
4705,1393,2025-01-01,8.2,74.3,9.0
4706,1393,2025-02-01,7.4,100.0,7.4
4707,1393,2025-03-01,3.8,68.5,4.6
4708,1393,2025-04-01,7.4,92.4,7.7
4709,1393,2025-05-01,9.5,66.8,9.7
4710,1393,2025-06-01,7.3,75.8,10.0
4711,1393,2025-07-01,8.8,56.9,9.2
4712,1393,2025-08-01,7.4,52.0,6.7
4713,1393,2025-09-01,8.0,81.8,7.7
4714,1393,2025-10-01,5.7,78.9,5.1
4715,1393,2025-11-01,7.3,84.1,8.4
4716,1393,2025-12-01,6.6,55.6,6.8
4717,1394,2025-01-01,7.3,89.3,6.0
4718,1394,2025-02-01,7.8,78.0,6.6
4719,1394,2025-03-01,5.2,68.6,5.2
4720,1394,2025-04-01,6.4,82.7,7.0
4721,1394,2025-05-01,5.7,47.1,5.9
4722,1394,2025-06-01,5.6,95.8,5.4
4723,1394,2025-07-01,7.0,83.2,7.9
4724,1394,2025-08-01,8.1,95.2,8.3
4725,1394,2025-09-01,,63.7,6.6
4726,1394,2025-10-01,6.7,95.3,6.8
4727,1394,2025-11-01,4.8,83.4,4.9
4728,1394,2025-12-01,5.4,63.7,6.3
4729,1395,2025-01-01,9.9,63.9,10.0
4730,1395,2025-02-01,7.5,43.2,7.1
4731,1395,2025-03-01,6.7,42.2,6.3
4732,1395,2025-04-01,5.5,87.2,5.0
4733,1395,2025-05-01,6.5,73.1,8.3
4734,1395,2025-06-01,7.7,71.8,6.5
4735,1395,2025-07-01,7.1,68.7,9.0
4736,1395,2025-08-01,10.0,90.1,10.0
4737,1395,2025-09-01,8.3,70.9,9.8
4738,1395,2025-10-01,5.2,52.9,3.5
4739,1395,2025-11-01,8.5,72.7,6.3
4740,1395,2025-12-01,6.3,77.0,6.0
4741,1396,2025-01-01,9.5,61.3,7.7
4742,1396,2025-02-01,7.9,80.9,8.6
4743,1396,2025-03-01,6.7,86.3,5.1
4744,1396,2025-04-01,8.7,90.4,6.9
4745,1396,2025-05-01,5.7,90.2,4.8
4746,1396,2025-06-01,6.6,67.0,6.1
4747,1396,2025-07-01,7.1,74.1,7.2
4748,1396,2025-08-01,7.8,68.4,8.0
4749,1396,2025-09-01,5.7,85.3,7.5
4750,1396,2025-10-01,6.9,83.0,5.3
4751,1396,2025-11-01,5.4,64.6,4.9
4752,1396,2025-12-01,8.8,84.7,8.9
4753,1397,2025-01-01,5.0,78.6,4.8
4754,1397,2025-02-01,6.4,72.2,6.6
4755,1397,2025-03-01,6.3,68.6,7.1
4756,1397,2025-04-01,8.8,82.8,10.0
4757,1397,2025-05-01,7.7,86.6,8.0
4758,1397,2025-06-01,6.6,63.1,7.0
4759,1397,2025-07-01,6.8,85.0,4.0
4760,1397,2025-08-01,7.9,75.3,8.4
4761,1397,2025-09-01,6.1,66.3,6.8
4762,1397,2025-10-01,8.3,75.5,7.8
4763,1397,2025-11-01,9.3,77.8,10.0
4764,1397,2025-12-01,5.9,93.2,5.0
4765,1398,2025-01-01,6.8,96.4,6.6
4766,1398,2025-02-01,7.5,61.2,8.7
4767,1398,2025-03-01,10.0,79.9,10.0
4768,1398,2025-04-01,6.5,68.4,5.7
4769,1398,2025-05-01,5.0,85.3,5.0
4770,1398,2025-06-01,8.3,76.5,9.4
4771,1398,2025-07-01,10.0,69.4,9.5
4772,1398,2025-08-01,7.7,63.4,9.0
4773,1398,2025-09-01,7.7,87.2,7.1
4774,1398,2025-10-01,8.0,79.9,6.3
4775,1398,2025-11-01,8.3,68.7,8.3
4776,1398,2025-12-01,7.9,85.6,8.1
4777,1399,2025-01-01,10.0,40.1,8.9
4778,1399,2025-02-01,6.9,100.0,5.7
4779,1399,2025-03-01,8.3,68.5,7.5
4780,1399,2025-04-01,9.4,77.0,9.1
4781,1399,2025-05-01,6.8,70.6,6.8
4782,1399,2025-06-01,6.7,95.4,7.9
4783,1399,2025-07-01,6.9,56.5,8.0
4784,1399,2025-08-01,4.8,60.1,5.3
4785,1399,2025-09-01,7.6,78.7,7.4
4786,1399,2025-10-01,10.0,72.8,10.0
4787,1399,2025-11-01,8.2,72.5,10.0
4788,1399,2025-12-01,5.6,67.0,4.6
4789,1400,2025-01-01,6.2,45.1,6.5
4790,1400,2025-02-01,6.3,70.6,8.0
4791,1400,2025-03-01,8.7,92.0,9.7
4792,1400,2025-04-01,6.2,67.3,6.0
4793,1400,2025-05-01,8.4,72.6,9.8
4794,1400,2025-06-01,8.2,71.1,6.7
4795,1400,2025-07-01,8.8,72.2,9.6
4796,1400,2025-08-01,8.4,100.0,7.8
4797,1400,2025-09-01,8.2,90.6,7.4
4798,1400,2025-10-01,5.7,100.0,5.2
4799,1400,2025-11-01,7.5,75.9,6.7
4800,1400,2025-12-01,7.7,78.8,8.5
4801,1401,2025-01-01,6.0,53.6,8.1
4802,1401,2025-02-01,10.0,87.1,8.5
4803,1401,2025-03-01,8.0,86.6,9.8
4804,1401,2025-04-01,6.7,84.2,7.1
4805,1401,2025-05-01,6.6,100.0,6.7
4806,1401,2025-06-01,7.5,72.6,6.1
4807,1401,2025-07-01,5.6,93.1,5.5
4808,1401,2025-08-01,4.2,79.5,4.3
4809,1401,2025-09-01,9.9,56.3,9.5
4810,1401,2025-10-01,5.6,72.7,4.9
4811,1401,2025-11-01,7.3,100.0,7.3
4812,1401,2025-12-01,9.4,100.0,10.0
4813,1402,2025-01-01,10.0,76.0,10.0
4814,1402,2025-02-01,8.7,69.1,8.6
4815,1402,2025-03-01,6.4,47.6,5.6
4816,1402,2025-04-01,8.0,96.9,7.3
4817,1402,2025-05-01,6.5,73.8,7.5
4818,1402,2025-06-01,5.3,86.3,5.9
4819,1402,2025-07-01,5.9,82.8,4.8
4820,1402,2025-08-01,9.0,63.1,9.4
4821,1402,2025-09-01,6.8,52.9,6.2
4822,1402,2025-10-01,8.8,88.2,9.6
4823,1402,2025-11-01,6.3,58.9,6.8
4824,1402,2025-12-01,7.6,95.2,8.2
4825,1403,2025-01-01,7.9,58.3,9.8
4826,1403,2025-02-01,10.0,70.2,10.0
4827,1403,2025-03-01,8.1,85.9,9.0
4828,1403,2025-04-01,10.0,65.6,9.6
4829,1403,2025-05-01,5.9,68.6,6.0
4830,1403,2025-06-01,5.3,85.0,5.3
4831,1403,2025-07-01,6.5,85.6,5.9
4832,1403,2025-08-01,9.2,96.1,9.4
4833,1403,2025-09-01,7.6,64.2,7.0
4834,1403,2025-10-01,7.6,93.5,7.7
4835,1403,2025-11-01,8.6,80.7,6.8
4836,1403,2025-12-01,6.4,94.8,5.5
4837,1404,2025-01-01,7.5,70.7,6.3
4838,1404,2025-02-01,4.4,79.4,4.9
4839,1404,2025-03-01,3.5,71.9,4.1
4840,1404,2025-04-01,7.2,88.2,6.8
4841,1404,2025-05-01,7.8,88.7,6.8
4842,1404,2025-06-01,4.5,100.0,6.1
4843,1404,2025-07-01,4.9,66.8,2.9
4844,1404,2025-08-01,5.3,62.6,4.5
4845,1404,2025-09-01,7.1,46.3,6.7
4846,1404,2025-10-01,6.0,69.6,5.2
4847,1404,2025-11-01,8.2,84.7,7.3
4848,1404,2025-12-01,7.5,79.3,8.3
4849,1405,2025-01-01,7.8,94.7,6.6
4850,1405,2025-02-01,7.7,54.7,7.0
4851,1405,2025-03-01,7.6,96.2,8.4
4852,1405,2025-04-01,7.1,53.7,6.7
4853,1405,2025-05-01,8.1,74.6,8.6
4854,1405,2025-06-01,6.5,53.1,6.6
4855,1405,2025-07-01,6.9,79.4,7.3
4856,1405,2025-08-01,5.9,84.5,6.3
4857,1405,2025-09-01,7.1,60.5,7.1
4858,1405,2025-10-01,7.0,88.9,7.0
4859,1405,2025-11-01,7.5,81.8,8.6
4860,1405,2025-12-01,7.3,96.3,8.4
4861,1406,2025-01-01,6.4,86.2,6.9
4862,1406,2025-02-01,8.2,77.7,7.8
4863,1406,2025-03-01,7.7,47.5,5.1
4864,1406,2025-04-01,8.6,98.7,7.0
4865,1406,2025-05-01,8.2,78.5,7.7
4866,1406,2025-06-01,5.9,92.6,6.1
4867,1406,2025-07-01,9.0,62.6,8.1
4868,1406,2025-08-01,6.0,81.2,8.2
4869,1406,2025-09-01,7.3,100.0,6.1
4870,1406,2025-10-01,7.6,83.4,7.0
4871,1406,2025-11-01,7.4,69.3,5.7
4872,1406,2025-12-01,5.5,85.7,4.9
4873,1407,2025-01-01,7.5,30.0,7.9
4874,1407,2025-02-01,6.1,74.7,5.7
4875,1407,2025-03-01,7.9,69.8,8.1
4876,1407,2025-04-01,4.9,77.1,6.3
4877,1407,2025-05-01,6.9,69.5,6.6
4878,1407,2025-06-01,8.1,66.1,9.3
4879,1407,2025-07-01,7.5,100.0,3.7
4880,1407,2025-08-01,6.9,70.2,7.1
4881,1407,2025-09-01,7.7,84.8,8.9
4882,1407,2025-10-01,7.2,77.6,6.8
4883,1407,2025-11-01,8.4,76.7,8.3
4884,1407,2025-12-01,6.8,95.3,7.7
4885,1408,2025-01-01,7.9,68.2,7.9
4886,1408,2025-02-01,7.7,95.2,7.8
4887,1408,2025-03-01,6.8,89.1,6.7
4888,1408,2025-04-01,7.4,79.9,6.2
4889,1408,2025-05-01,6.8,89.5,7.2
4890,1408,2025-06-01,6.7,86.0,6.9
4891,1408,2025-07-01,5.5,61.7,6.6
4892,1408,2025-08-01,7.4,35.4,7.4
4893,1408,2025-09-01,6.0,66.4,6.9
4894,1408,2025-10-01,6.1,56.7,7.1
4895,1408,2025-11-01,8.0,56.6,8.8
4896,1408,2025-12-01,7.3,47.2,6.3
4897,1409,2025-01-01,3.8,63.3,3.5
4898,1409,2025-02-01,7.8,93.2,9.3
4899,1409,2025-03-01,7.3,83.6,7.6
4900,1409,2025-04-01,6.0,87.2,6.5
4901,1409,2025-05-01,6.2,76.3,5.2
4902,1409,2025-06-01,6.4,76.0,6.3
4903,1409,2025-07-01,5.5,90.8,4.9
4904,1409,2025-08-01,6.7,70.9,6.7
4905,1409,2025-09-01,6.0,83.6,5.6
4906,1409,2025-10-01,9.1,58.5,6.9
4907,1409,2025-11-01,5.6,70.5,3.9
4908,1409,2025-12-01,7.5,80.8,8.1
4909,1410,2025-01-01,8.5,66.9,7.9
4910,1410,2025-02-01,7.7,69.2,7.7
4911,1410,2025-03-01,7.1,86.0,6.5
4912,1410,2025-04-01,8.6,86.0,9.1
4913,1410,2025-05-01,6.5,84.7,7.4
4914,1410,2025-06-01,6.2,81.9,5.5
4915,1410,2025-07-01,7.2,48.7,8.4
4916,1410,2025-08-01,7.7,95.1,7.0
4917,1410,2025-09-01,7.4,61.6,6.6
4918,1410,2025-10-01,7.4,71.1,6.7
4919,1410,2025-11-01,8.6,97.8,7.3
4920,1410,2025-12-01,6.6,47.7,6.3
4921,1411,2025-01-01,6.2,80.8,5.8
4922,1411,2025-02-01,7.4,62.1,7.0
4923,1411,2025-03-01,6.4,62.8,6.9
4924,1411,2025-04-01,6.1,71.5,7.3
4925,1411,2025-05-01,7.8,47.5,7.2
4926,1411,2025-06-01,6.0,63.5,8.2
4927,1411,2025-07-01,7.6,61.8,8.7
4928,1411,2025-08-01,6.5,77.2,6.6
4929,1411,2025-09-01,6.6,74.1,6.2
4930,1411,2025-10-01,6.3,74.2,7.5
4931,1411,2025-11-01,7.9,74.1,9.1
4932,1411,2025-12-01,4.6,68.3,4.4
4933,1412,2025-01-01,6.5,78.4,4.5
4934,1412,2025-02-01,8.1,81.5,8.0
4935,1412,2025-03-01,7.6,61.3,6.6
4936,1412,2025-04-01,7.6,75.6,7.4
4937,1412,2025-05-01,9.5,100.0,10.0
4938,1412,2025-06-01,9.3,88.0,9.9
4939,1412,2025-07-01,6.9,79.6,8.2
4940,1412,2025-08-01,7.5,79.0,7.1
4941,1412,2025-09-01,8.1,95.4,6.0
4942,1412,2025-10-01,6.1,96.6,4.2
4943,1412,2025-11-01,6.1,55.4,5.7
4944,1412,2025-12-01,6.9,65.4,7.7
4945,1413,2025-01-01,8.0,48.7,6.7
4946,1413,2025-02-01,8.1,80.3,8.6
4947,1413,2025-03-01,8.9,77.8,7.4
4948,1413,2025-04-01,7.4,83.0,6.1
4949,1413,2025-05-01,6.1,75.3,5.5
4950,1413,2025-06-01,6.4,68.6,6.0
4951,1413,2025-07-01,7.7,67.0,6.9
4952,1413,2025-08-01,6.1,68.2,5.9
4953,1413,2025-09-01,9.9,80.3,9.9
4954,1413,2025-10-01,6.2,69.1,4.8
4955,1413,2025-11-01,8.3,67.1,7.2
4956,1413,2025-12-01,6.0,93.7,6.2
4957,1414,2025-01-01,8.0,51.9,7.9
4958,1414,2025-02-01,6.7,66.6,6.6
4959,1414,2025-03-01,9.9,53.8,8.4
4960,1414,2025-04-01,7.0,83.5,5.5
4961,1414,2025-05-01,5.9,70.4,4.7
4962,1414,2025-06-01,7.2,69.2,6.9
4963,1414,2025-07-01,6.0,62.6,6.4
4964,1414,2025-08-01,8.0,87.2,7.5
4965,1414,2025-09-01,,51.2,4.2
4966,1414,2025-10-01,7.3,77.3,7.4
4967,1414,2025-11-01,3.6,62.6,3.5
4968,1414,2025-12-01,7.0,78.2,7.8
4969,1415,2025-01-01,8.1,71.8,8.8
4970,1415,2025-02-01,5.0,60.9,3.7
4971,1415,2025-03-01,7.8,95.9,8.0
4972,1415,2025-04-01,6.4,82.4,7.3
4973,1415,2025-05-01,8.1,87.9,9.5
4974,1415,2025-06-01,8.3,63.7,8.1
4975,1415,2025-07-01,7.1,51.6,9.1
4976,1415,2025-08-01,9.5,62.6,10.0
4977,1415,2025-09-01,3.7,51.1,5.4
4978,1415,2025-10-01,5.2,72.1,5.5
4979,1415,2025-11-01,7.4,68.2,7.7
4980,1415,2025-12-01,5.9,68.2,7.1
4981,1416,2025-01-01,5.6,67.5,5.4
4982,1416,2025-02-01,7.0,82.8,6.8
4983,1416,2025-03-01,6.6,92.3,6.4
4984,1416,2025-04-01,6.3,86.7,8.0
4985,1416,2025-05-01,5.7,52.7,4.7
4986,1416,2025-06-01,9.5,76.8,8.4
4987,1416,2025-07-01,4.5,78.2,4.4
4988,1416,2025-08-01,6.8,76.7,6.7
4989,1416,2025-09-01,5.5,97.6,5.2
4990,1416,2025-10-01,8.6,73.8,6.4
4991,1416,2025-11-01,7.4,77.6,7.2
4992,1416,2025-12-01,10.0,79.8,9.1
4993,1417,2025-01-01,6.2,90.9,7.8
4994,1417,2025-02-01,6.9,84.4,6.7
4995,1417,2025-03-01,6.8,66.9,5.9
4996,1417,2025-04-01,7.9,66.8,8.5
4997,1417,2025-05-01,6.3,63.5,5.1
4998,1417,2025-06-01,8.8,79.0,9.4
4999,1417,2025-07-01,9.8,74.2,9.8
5000,1417,2025-08-01,7.0,95.8,6.7
5001,1417,2025-09-01,7.9,84.6,8.7
5002,1417,2025-10-01,7.1,93.0,6.2
5003,1417,2025-11-01,8.3,75.2,7.5
5004,1417,2025-12-01,6.9,76.3,7.1
5005,1418,2025-01-01,9.9,78.5,7.3
5006,1418,2025-02-01,7.0,88.9,7.7
5007,1418,2025-03-01,5.8,37.2,5.9
5008,1418,2025-04-01,7.7,70.3,8.1
5009,1418,2025-05-01,6.7,95.1,8.2
5010,1418,2025-06-01,9.3,55.5,9.9
5011,1418,2025-07-01,7.4,63.2,6.9
5012,1418,2025-08-01,4.6,70.7,4.0
5013,1418,2025-09-01,7.9,82.2,6.2
5014,1418,2025-10-01,8.3,75.8,9.0
5015,1418,2025-11-01,7.5,92.4,8.7
5016,1418,2025-12-01,7.1,58.7,7.3
5017,1419,2025-01-01,8.3,75.5,9.4
5018,1419,2025-02-01,9.5,85.8,9.5
5019,1419,2025-03-01,7.8,57.7,8.6
5020,1419,2025-04-01,6.4,80.9,5.1
5021,1419,2025-05-01,6.9,82.8,7.0
5022,1419,2025-06-01,6.4,87.2,7.7
5023,1419,2025-07-01,5.2,80.3,5.1
5024,1419,2025-08-01,7.4,87.3,6.3
5025,1419,2025-09-01,7.8,79.9,6.8
5026,1419,2025-10-01,6.6,71.9,8.4
5027,1419,2025-11-01,8.2,62.4,8.1
5028,1419,2025-12-01,7.4,71.1,8.1
5029,1420,2025-01-01,6.2,51.4,4.5
5030,1420,2025-02-01,8.1,72.2,8.8
5031,1420,2025-03-01,7.1,68.7,6.6
5032,1420,2025-04-01,10.0,68.4,8.6
5033,1420,2025-05-01,7.5,71.6,6.4
5034,1420,2025-06-01,6.8,57.2,7.6
5035,1420,2025-07-01,8.8,88.9,9.6
5036,1420,2025-08-01,7.2,58.2,7.6
5037,1420,2025-09-01,5.9,60.5,6.6
5038,1420,2025-10-01,7.6,74.1,8.0
5039,1420,2025-11-01,8.0,73.7,7.5
5040,1420,2025-12-01,7.3,86.1,9.1
5041,1421,2025-01-01,9.2,65.7,10.0
5042,1421,2025-02-01,5.7,77.9,5.9
5043,1421,2025-03-01,5.8,58.4,7.7
5044,1421,2025-04-01,5.0,79.7,4.5
5045,1421,2025-05-01,5.7,83.3,6.8
5046,1421,2025-06-01,7.4,74.7,6.1
5047,1421,2025-07-01,6.4,100.0,6.0
5048,1421,2025-08-01,7.6,87.0,9.0
5049,1421,2025-09-01,5.0,75.2,3.9
5050,1421,2025-10-01,7.9,100.0,8.6
5051,1421,2025-11-01,8.8,84.8,7.7
5052,1421,2025-12-01,8.0,68.9,7.9
5053,1422,2025-01-01,9.3,70.0,9.3
5054,1422,2025-02-01,5.2,56.2,5.2
5055,1422,2025-03-01,6.9,60.9,7.1
5056,1422,2025-04-01,6.9,64.3,8.0
5057,1422,2025-05-01,10.0,98.6,8.2
5058,1422,2025-06-01,6.8,31.4,6.6
5059,1422,2025-07-01,8.4,89.3,9.5
5060,1422,2025-08-01,8.3,75.0,7.8
5061,1422,2025-09-01,7.4,43.3,6.3
5062,1422,2025-10-01,6.4,81.7,4.9
5063,1422,2025-11-01,3.3,60.4,4.7
5064,1422,2025-12-01,7.8,76.3,5.8
5065,1423,2025-01-01,6.9,43.1,8.4
5066,1423,2025-02-01,5.2,72.1,4.8
5067,1423,2025-03-01,8.3,100.0,8.5
5068,1423,2025-04-01,10.0,80.5,8.8
5069,1423,2025-05-01,5.1,72.6,4.0
5070,1423,2025-06-01,6.6,72.2,6.8
5071,1423,2025-07-01,5.3,61.5,5.8
5072,1423,2025-08-01,7.5,64.3,7.8
5073,1423,2025-09-01,7.4,93.8,7.7
5074,1423,2025-10-01,7.6,75.6,8.6
5075,1423,2025-11-01,8.3,81.5,7.7
5076,1423,2025-12-01,4.9,78.8,5.9
5077,1424,2025-01-01,7.4,91.1,7.2
5078,1424,2025-02-01,7.4,74.0,9.1
5079,1424,2025-03-01,5.1,63.6,4.3
5080,1424,2025-04-01,8.0,79.8,9.0
5081,1424,2025-05-01,5.4,78.3,7.4
5082,1424,2025-06-01,8.7,73.4,6.6
5083,1424,2025-07-01,7.9,91.4,8.9
5084,1424,2025-08-01,6.3,53.5,6.9
5085,1424,2025-09-01,4.7,90.3,4.4
5086,1424,2025-10-01,8.0,100.0,9.3
5087,1424,2025-11-01,6.7,71.8,8.1
5088,1424,2025-12-01,8.0,95.2,7.7
5089,1425,2025-01-01,8.1,61.9,8.9
5090,1425,2025-02-01,8.9,66.4,7.6
5091,1425,2025-03-01,7.3,85.3,6.0
5092,1425,2025-04-01,6.9,71.2,7.4
5093,1425,2025-05-01,7.8,93.1,8.0
5094,1425,2025-06-01,3.9,61.7,4.7
5095,1425,2025-07-01,7.8,72.0,5.7
5096,1425,2025-08-01,7.3,59.1,9.0
5097,1425,2025-09-01,7.9,78.8,8.0
5098,1425,2025-10-01,8.9,81.2,8.8
5099,1425,2025-11-01,6.3,76.0,7.1
5100,1425,2025-12-01,6.8,82.6,8.8
5101,1426,2025-01-01,6.9,76.1,5.8
5102,1426,2025-02-01,5.2,64.6,4.9
5103,1426,2025-03-01,8.6,53.9,8.6
5104,1426,2025-04-01,9.1,65.4,9.3
5105,1426,2025-05-01,7.4,76.7,7.9
5106,1426,2025-06-01,9.0,68.9,9.6
5107,1426,2025-07-01,4.3,83.8,5.4
5108,1426,2025-08-01,6.6,64.8,7.0
5109,1426,2025-09-01,5.9,63.1,7.7
5110,1426,2025-10-01,6.5,84.9,6.6
5111,1426,2025-11-01,9.8,67.2,9.5
5112,1426,2025-12-01,8.4,83.0,8.9
5113,1427,2025-01-01,9.2,100.0,9.2
5114,1427,2025-02-01,7.2,95.4,8.4
5115,1427,2025-03-01,7.0,67.7,9.2
5116,1427,2025-04-01,6.0,74.2,6.0
5117,1427,2025-05-01,8.1,58.2,8.4
5118,1427,2025-06-01,6.8,60.7,7.8
5119,1427,2025-07-01,7.5,84.7,6.4
5120,1427,2025-08-01,9.0,70.3,9.5
5121,1427,2025-09-01,7.8,51.9,8.2
5122,1427,2025-10-01,7.0,63.1,7.5
5123,1427,2025-11-01,6.9,92.4,6.1
5124,1427,2025-12-01,5.1,67.7,4.8
5125,1428,2025-01-01,7.8,57.6,7.9
5126,1428,2025-02-01,7.9,85.8,7.7
5127,1428,2025-03-01,7.5,61.2,7.5
5128,1428,2025-04-01,8.8,81.1,8.0
5129,1428,2025-05-01,6.6,75.6,5.9
5130,1428,2025-06-01,6.3,86.2,4.8
5131,1428,2025-07-01,5.4,66.5,7.5
5132,1428,2025-08-01,7.1,90.8,5.6
5133,1428,2025-09-01,,85.8,10.0
5134,1428,2025-10-01,5.9,95.1,6.4
5135,1428,2025-11-01,9.9,98.6,8.8
5136,1428,2025-12-01,6.8,73.0,7.6
5137,1429,2025-01-01,6.6,45.0,6.5
5138,1429,2025-02-01,7.9,78.7,8.2
5139,1429,2025-03-01,7.0,78.4,6.6
5140,1429,2025-04-01,8.2,71.8,8.3
5141,1429,2025-05-01,6.4,90.7,6.7
5142,1429,2025-06-01,9.2,100.0,9.7
5143,1429,2025-07-01,5.1,87.8,4.7
5144,1429,2025-08-01,4.9,69.5,5.5
5145,1429,2025-09-01,7.7,71.3,7.4
5146,1429,2025-10-01,5.7,70.3,6.7
5147,1429,2025-11-01,10.0,47.3,9.9
5148,1429,2025-12-01,6.0,100.0,5.3
5149,1430,2025-01-01,7.8,75.3,7.5
5150,1430,2025-02-01,9.7,71.2,10.0
5151,1430,2025-03-01,9.5,85.3,10.0
5152,1430,2025-04-01,6.9,75.9,6.9
5153,1430,2025-05-01,7.1,69.3,5.7
5154,1430,2025-06-01,7.4,81.5,8.2
5155,1430,2025-07-01,4.2,57.3,4.3
5156,1430,2025-08-01,6.2,80.8,8.2
5157,1430,2025-09-01,5.2,71.7,4.6
5158,1430,2025-10-01,5.8,61.8,6.2
5159,1430,2025-11-01,8.1,58.8,6.7
5160,1430,2025-12-01,8.0,70.0,8.6
5161,1431,2025-01-01,8.1,97.1,8.9
5162,1431,2025-02-01,10.0,55.7,10.0
5163,1431,2025-03-01,6.0,88.2,5.4
5164,1431,2025-04-01,7.3,86.9,7.8
5165,1431,2025-05-01,8.6,48.9,9.2
5166,1431,2025-06-01,6.4,96.8,4.4
5167,1431,2025-07-01,6.8,81.6,6.1
5168,1431,2025-08-01,3.8,63.1,3.1
5169,1431,2025-09-01,8.6,53.7,10.0
5170,1431,2025-10-01,7.6,100.0,6.5
5171,1431,2025-11-01,5.5,78.2,5.4
5172,1431,2025-12-01,8.7,62.6,8.6
5173,1432,2025-01-01,8.6,87.1,6.7
5174,1432,2025-02-01,6.2,90.2,7.5
5175,1432,2025-03-01,8.4,100.0,10.0
5176,1432,2025-04-01,6.4,87.4,7.1
5177,1432,2025-05-01,7.5,80.4,7.6
5178,1432,2025-06-01,9.2,72.1,9.4
5179,1432,2025-07-01,8.8,66.5,8.9
5180,1432,2025-08-01,5.3,88.2,6.1
5181,1432,2025-09-01,5.9,97.8,6.7
5182,1432,2025-10-01,7.5,76.7,6.7
5183,1432,2025-11-01,8.4,85.7,7.9
5184,1432,2025-12-01,7.8,81.0,8.3
5185,1433,2025-01-01,7.8,81.1,6.2
5186,1433,2025-02-01,9.2,52.5,8.5
5187,1433,2025-03-01,7.5,77.1,7.5
5188,1433,2025-04-01,8.2,51.7,9.0
5189,1433,2025-05-01,6.0,83.9,6.1
5190,1433,2025-06-01,5.3,72.2,3.5
5191,1433,2025-07-01,6.5,87.8,5.7
5192,1433,2025-08-01,7.0,73.5,7.1
